RUN_ID,OBJ_TYPE,FAIL_TYPE,TRANSPORT_FAIL,SEARCH_FAIL,FETCH_FAIL,DELIVER_FAIL,PERCEPT_FAIL,NAV_FAIL,MANIP_FAIL,TIME_SEC,
187,BOWL,SUM,1,0,1,0,12,10,44,0,
187,CUP,SUM,0,0,0,0,0,2,2,6.8748562336,
187,SPOON,SUM,0,0,0,0,0,1,0,11.1090378761,
187,,SUM,1,0,1,0,12,13,46,17.9838941097,
187,,,,,,,,,,,
188,,,,,,,,,,,
188,BOWL,SUM,1,0,1,0,16,15,44,0,
188,CUP,SUM,0,0,0,0,0,1,6,6.037142992,
188,SPOON,SUM,0,0,0,0,16,3,1,22.871876955,
188,,SUM,1,0,1,0,32,19,51,28.9090199471,
188,,,,,,,,,,,
189,,,,,,,,,,,
189,BOWL,SUM,0,0,0,0,0,3,0,8.9889361858,
189,CUP,SUM,0,0,0,0,0,2,12,7.1721839905,
189,SPOON,SUM,0,0,0,0,16,9,40,29.7200610638,
189,,SUM,0,0,0,0,16,14,52,45.8811812401,
189,,,,,,,,,,,
190,,,,,,,,,,,
190,BOWL,SUM,0,0,0,0,0,5,15,11.6802399158,
190,CUP,SUM,1,0,1,0,0,55,10,0,
190,SPOON,SUM,0,0,0,0,0,4,5,12.5475389957,
190,,SUM,1,0,1,0,0,64,30,24.2277789116,
190,,,,,,,,,,,
191,,,,,,,,,,,
191,BOWL,SUM,0,0,0,0,8,32,20,19.5476880074,
191,CUP,SUM,0,0,0,0,0,22,8,7.9055600166,
191,SPOON,SUM,0,0,0,0,26,3,4,28.8938138485,
191,,SUM,0,0,0,0,34,57,32,56.3470618725,
191,,,,,,,,,,,
192,,,,,,,,,,,
192,BOWL,SUM,1,0,1,0,0,12,44,0,
192,CUP,SUM,0,0,0,0,0,4,4,7.2315981388,
192,SPOON,SUM,0,0,0,0,0,1,0,11.6747610569,
192,,SUM,1,0,1,0,0,17,48,18.9063591957,
192,,,,,,,,,,,
193,,,,,,,,,,,
193,BOWL,SUM,0,0,0,0,24,4,6,25.858355999,
193,CUP,SUM,1,0,1,0,0,26,33,0,
193,SPOON,SUM,0,0,0,0,0,5,28,17.0169429779,
193,,SUM,1,0,1,0,24,35,67,42.8752989769,
193,,,,,,,,,,,
194,,,,,,,,,,,
194,BOWL,SUM,1,0,1,0,0,7,44,0,
194,CUP,SUM,0,0,0,0,0,0,2,4.9429750443,
194,SPOON,SUM,1,0,1,0,0,341,0,0,
194,,SUM,2,0,2,0,0,348,46,4.9429750443,
194,,,,,,,,,,,
195,,,,,,,,,,,
195,BOWL,SUM,0,0,0,0,0,1,8,10.3405179977,
195,CUP,SUM,1,0,1,0,0,21,33,0,
195,SPOON,SUM,1,0,1,0,0,8,44,0,
195,,SUM,2,0,2,0,0,30,85,10.3405179977,
195,,,,,,,,,,,
196,,,,,,,,,,,
196,BOWL,SUM,1,0,1,0,0,37,40,0,
196,CUP,SUM,0,0,0,0,0,5,13,11.7845001221,
196,SPOON,SUM,0,0,0,0,0,5,17,14.992718935,
196,,SUM,1,0,1,0,0,47,70,26.7772190571,
196,,,,,,,,,,,
197,,,,,,,,,,,
197,BOWL,SUM,1,0,0,1,0,6,13,0,
197,CUP,SUM,1,0,1,0,4,10,11,0,
197,SPOON,SUM,0,0,0,0,8,6,37,25.0864229202,
197,,SUM,2,0,1,1,12,22,61,25.0864229202,
197,,,,,,,,,,,
198,,,,,,,,,,,
198,BOWL,SUM,0,0,0,0,8,8,5,17.2684919834,
198,CUP,SUM,1,1,0,0,8,80,0,0,
198,SPOON,SUM,0,0,0,0,0,2,25,16.5347821712,
198,,SUM,1,1,0,0,16,90,30,33.8032741547,
198,,,,,,,,,,,
199,,,,,,,,,,,
199,BOWL,SUM,1,0,1,0,0,28,44,0,
199,CUP,SUM,0,0,0,0,0,2,5,7.9615008831,
199,SPOON,SUM,0,0,0,0,0,5,36,18.3941440582,
199,,SUM,1,0,1,0,0,35,85,26.3556449413,
199,,,,,,,,,,,
